Song,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Don't Let It Pass,Junip,spotify:track:28rY6Rx4HKppqlhqUiiq9o,0.675,0.53,10,-12.665,1,0.0288,0.696,0.52,0.123,0.437,139.524,audio_features,28rY6Rx4HKppqlhqUiiq9o,https://api.spotify.com/v1/tracks/28rY6Rx4HKppqlhqUiiq9o,https://api.spotify.com/v1/audio-analysis/28rY6Rx4HKppqlhqUiiq9o,235227,4
Lake Michigan,Rogue Wave,spotify:track:3c6oPmcvLyxHnem1VrFMNz,0.454,0.715,3,-8.746,1,0.0334,0.231,6.28e-06,0.103,0.752,80.947,audio_features,3c6oPmcvLyxHnem1VrFMNz,https://api.spotify.com/v1/tracks/3c6oPmcvLyxHnem1VrFMNz,https://api.spotify.com/v1/audio-analysis/3c6oPmcvLyxHnem1VrFMNz,226813,3
Escape (The Pina Colada Song),Jack Johnson,spotify:track:4VVqD5gzpnt9Yb8AA9Mjjb,0.895,0.459,9,-7.8,1,0.0645,0.238,0.0,0.941,0.793,135.276,audio_features,4VVqD5gzpnt9Yb8AA9Mjjb,https://api.spotify.com/v1/tracks/4VVqD5gzpnt9Yb8AA9Mjjb,https://api.spotify.com/v1/audio-analysis/4VVqD5gzpnt9Yb8AA9Mjjb,242080,4
Don't You Want Me,Bahamas,spotify:track:7cQ2x6bqiOKWzKxB7Rp8tc,0.669,0.217,0,-14.982,1,0.0446,0.91,0.023,0.12,0.322,110.944,audio_features,7cQ2x6bqiOKWzKxB7Rp8tc,https://api.spotify.com/v1/tracks/7cQ2x6bqiOKWzKxB7Rp8tc,https://api.spotify.com/v1/audio-analysis/7cQ2x6bqiOKWzKxB7Rp8tc,199427,4
The Wolves & The Ravens,Rogue Valley,spotify:track:3ZkdpIHWiUTI830a7RpcFU,0.591,0.272,0,-14.692,1,0.0306,0.778,0.169,0.114,0.211,114.742,audio_features,3ZkdpIHWiUTI830a7RpcFU,https://api.spotify.com/v1/tracks/3ZkdpIHWiUTI830a7RpcFU,https://api.spotify.com/v1/audio-analysis/3ZkdpIHWiUTI830a7RpcFU,251493,4
#9 Dream,José González,spotify:track:6uuOuNPbiZq5i7CePm76Sb,0.619,0.553,0,-11.282,1,0.028,0.274,0.411,0.117,0.62,118.024,audio_features,6uuOuNPbiZq5i7CePm76Sb,https://api.spotify.com/v1/tracks/6uuOuNPbiZq5i7CePm76Sb,https://api.spotify.com/v1/audio-analysis/6uuOuNPbiZq5i7CePm76Sb,337733,4
Maneater,Grace Mitchell,spotify:track:01xAeS2cg8WRrGGc0VlenZ,0.56,0.549,11,-10.005,0,0.0421,0.0486,7.5e-05,0.121,0.472,146.052,audio_features,01xAeS2cg8WRrGGc0VlenZ,https://api.spotify.com/v1/tracks/01xAeS2cg8WRrGGc0VlenZ,https://api.spotify.com/v1/audio-analysis/01xAeS2cg8WRrGGc0VlenZ,234907,4
Sheezus,Lily Allen,spotify:track:7ExcclQypkEukgHqC40JNp,0.779,0.503,1,-6.836,1,0.0442,0.148,3.1e-06,0.113,0.392,129.991,audio_features,7ExcclQypkEukgHqC40JNp,https://api.spotify.com/v1/tracks/7ExcclQypkEukgHqC40JNp,https://api.spotify.com/v1/audio-analysis/7ExcclQypkEukgHqC40JNp,234707,4
L8 CMMR,Lily Allen,spotify:track:7pJXKbp8Ls5SmMT3VutAnE,0.792,0.672,1,-5.619,1,0.0389,0.0383,2.03e-05,0.0664,0.627,103.027,audio_features,7pJXKbp8Ls5SmMT3VutAnE,https://api.spotify.com/v1/tracks/7pJXKbp8Ls5SmMT3VutAnE,https://api.spotify.com/v1/audio-analysis/7pJXKbp8Ls5SmMT3VutAnE,204348,4
Air Balloon,Lily Allen,spotify:track:0BmIb7qf0IIx9Lmvf6a28T,0.717,0.678,8,-6.167,1,0.0379,0.0195,0.000434,0.201,0.556,94.976,audio_features,0BmIb7qf0IIx9Lmvf6a28T,https://api.spotify.com/v1/tracks/0BmIb7qf0IIx9Lmvf6a28T,https://api.spotify.com/v1/audio-analysis/0BmIb7qf0IIx9Lmvf6a28T,228350,4
Our Time,Lily Allen,spotify:track:17Sh8yP6z5fRzNyzD7SPyJ,0.495,0.683,4,-7.135,1,0.0605,0.0888,0.0,0.176,0.556,162.993,audio_features,17Sh8yP6z5fRzNyzD7SPyJ,https://api.spotify.com/v1/tracks/17Sh8yP6z5fRzNyzD7SPyJ,https://api.spotify.com/v1/audio-analysis/17Sh8yP6z5fRzNyzD7SPyJ,259162,4
Insincerely Yours,Lily Allen,spotify:track:593Mcgv8wURGAJ3cvY9jqE,0.761,0.607,2,-6.435,0,0.0353,0.278,0.0,0.0718,0.598,94.998,audio_features,593Mcgv8wURGAJ3cvY9jqE,https://api.spotify.com/v1/tracks/593Mcgv8wURGAJ3cvY9jqE,https://api.spotify.com/v1/audio-analysis/593Mcgv8wURGAJ3cvY9jqE,219102,4
Take My Place,Lily Allen,spotify:track:1r5w2HnSiHcCR1c92UPOYU,0.359,0.769,2,-7.802,1,0.0687,0.0542,0.00056,0.104,0.317,107.243,audio_features,1r5w2HnSiHcCR1c92UPOYU,https://api.spotify.com/v1/tracks/1r5w2HnSiHcCR1c92UPOYU,https://api.spotify.com/v1/audio-analysis/1r5w2HnSiHcCR1c92UPOYU,211370,1
As Long as I Got You,Lily Allen,spotify:track:2oEHo5SYZqiDZdRH2ERNsD,0.517,0.777,6,-5.335,0,0.062,0.0319,2.85e-05,0.168,0.745,199.708,audio_features,2oEHo5SYZqiDZdRH2ERNsD,https://api.spotify.com/v1/tracks/2oEHo5SYZqiDZdRH2ERNsD,https://api.spotify.com/v1/audio-analysis/2oEHo5SYZqiDZdRH2ERNsD,203480,4
Close Your Eyes,Lily Allen,spotify:track:37AgQTDcQzUYPGVmwvAjdC,0.713,0.662,1,-6.766,0,0.14,0.473,0.0,0.14,0.659,87.0,audio_features,37AgQTDcQzUYPGVmwvAjdC,https://api.spotify.com/v1/tracks/37AgQTDcQzUYPGVmwvAjdC,https://api.spotify.com/v1/audio-analysis/37AgQTDcQzUYPGVmwvAjdC,216728,4
URL Badman,Lily Allen,spotify:track:3cPOyCp3luWrEQwWM3C5TK,0.723,0.569,1,-6.832,0,0.25,0.429,0.0,0.0908,0.631,101.071,audio_features,3cPOyCp3luWrEQwWM3C5TK,https://api.spotify.com/v1/tracks/3cPOyCp3luWrEQwWM3C5TK,https://api.spotify.com/v1/audio-analysis/3cPOyCp3luWrEQwWM3C5TK,219343,4
Silver Spoon,Lily Allen,spotify:track:5HowM06CWtzijjo0vZxqmh,0.728,0.708,7,-6.015,1,0.101,0.229,7.27e-06,0.0556,0.501,87.986,audio_features,5HowM06CWtzijjo0vZxqmh,https://api.spotify.com/v1/tracks/5HowM06CWtzijjo0vZxqmh,https://api.spotify.com/v1/audio-analysis/5HowM06CWtzijjo0vZxqmh,217530,4
Life for Me,Lily Allen,spotify:track:3snOmtYV2IKiExIo0Umb1D,0.734,0.689,5,-7.721,1,0.034,0.124,1.87e-05,0.119,0.814,110.982,audio_features,3snOmtYV2IKiExIo0Umb1D,https://api.spotify.com/v1/tracks/3snOmtYV2IKiExIo0Umb1D,https://api.spotify.com/v1/audio-analysis/3snOmtYV2IKiExIo0Umb1D,240758,4
Hard out Here,Lily Allen,spotify:track:6FzUX4kFBss56SSjAsLi7t,0.823,0.822,1,-5.323,0,0.0334,0.113,4.57e-05,0.0688,0.938,125.026,audio_features,6FzUX4kFBss56SSjAsLi7t,https://api.spotify.com/v1/tracks/6FzUX4kFBss56SSjAsLi7t,https://api.spotify.com/v1/audio-analysis/6FzUX4kFBss56SSjAsLi7t,211377,4
Somewhere Only We Know,Lily Allen,spotify:track:56N9s9PS6VwGolUnx1CJkv,0.313,0.286,10,-10.593,1,0.0324,0.934,0.0451,0.0974,0.287,80.925,audio_features,56N9s9PS6VwGolUnx1CJkv,https://api.spotify.com/v1/tracks/56N9s9PS6VwGolUnx1CJkv,https://api.spotify.com/v1/audio-analysis/56N9s9PS6VwGolUnx1CJkv,208504,4
Everyone's at It,Lily Allen,spotify:track:7N3HOrscxKMR3xgIXuTBB9,0.643,0.921,2,-6.803,0,0.0689,0.0208,1.86e-05,0.2,0.659,117.003,audio_features,7N3HOrscxKMR3xgIXuTBB9,https://api.spotify.com/v1/tracks/7N3HOrscxKMR3xgIXuTBB9,https://api.spotify.com/v1/audio-analysis/7N3HOrscxKMR3xgIXuTBB9,275273,4
The Fear,Lily Allen,spotify:track:1CtB01PcE5BMsxoNcaIP3r,0.648,0.827,10,-7.453,1,0.0419,0.408,4.04e-06,0.114,0.54,134.016,audio_features,1CtB01PcE5BMsxoNcaIP3r,https://api.spotify.com/v1/tracks/1CtB01PcE5BMsxoNcaIP3r,https://api.spotify.com/v1/audio-analysis/1CtB01PcE5BMsxoNcaIP3r,206080,4
22,Lily Allen,spotify:track:4PzGLEYRboHBXoNqsdrFOy,0.719,0.736,10,-5.931,0,0.047,0.0252,0.000179,0.209,0.945,131.053,audio_features,4PzGLEYRboHBXoNqsdrFOy,https://api.spotify.com/v1/tracks/4PzGLEYRboHBXoNqsdrFOy,https://api.spotify.com/v1/audio-analysis/4PzGLEYRboHBXoNqsdrFOy,186307,4
I Could Say,Lily Allen,spotify:track:3JGezlqzronjA2YwZfJoEB,0.605,0.871,2,-5.609,1,0.0311,0.24,0.38,0.145,0.468,124.025,audio_features,3JGezlqzronjA2YwZfJoEB,https://api.spotify.com/v1/tracks/3JGezlqzronjA2YwZfJoEB,https://api.spotify.com/v1/audio-analysis/3JGezlqzronjA2YwZfJoEB,244587,4
Back to the Start,Lily Allen,spotify:track:1yqQGFFMlIQmEHP7oCMdWM,0.617,0.948,7,-4.734,1,0.0552,0.0407,0.0,0.114,0.673,140.129,audio_features,1yqQGFFMlIQmEHP7oCMdWM,https://api.spotify.com/v1/tracks/1yqQGFFMlIQmEHP7oCMdWM,https://api.spotify.com/v1/audio-analysis/1yqQGFFMlIQmEHP7oCMdWM,254173,4
Never Gonna Happen,Lily Allen,spotify:track:46Gqj4DcMnrFgFgIYgZRVX,0.764,0.739,2,-7.167,1,0.045,0.106,2.72e-06,0.0571,0.967,142.947,audio_features,46Gqj4DcMnrFgFgIYgZRVX,https://api.spotify.com/v1/tracks/46Gqj4DcMnrFgFgIYgZRVX,https://api.spotify.com/v1/audio-analysis/46Gqj4DcMnrFgFgIYgZRVX,207987,4
Fuck You,Lily Allen,spotify:track:7war19vHTpqTsQJjXdbz3x,0.755,0.908,1,-4.065,0,0.0453,0.0279,0.000237,0.0596,0.85,129.996,audio_features,7war19vHTpqTsQJjXdbz3x,https://api.spotify.com/v1/tracks/7war19vHTpqTsQJjXdbz3x,https://api.spotify.com/v1/audio-analysis/7war19vHTpqTsQJjXdbz3x,219634,4
Who'd Have Known,Lily Allen,spotify:track:0jo2sESznkZz5AXlKfcb2w,0.662,0.624,10,-7.552,1,0.0408,0.468,1.42e-05,0.109,0.524,83.979,audio_features,0jo2sESznkZz5AXlKfcb2w,https://api.spotify.com/v1/tracks/0jo2sESznkZz5AXlKfcb2w,https://api.spotify.com/v1/audio-analysis/0jo2sESznkZz5AXlKfcb2w,230987,4
Chinese,Lily Allen,spotify:track:4S568URNZC5jPrHFMYnp65,0.541,0.925,7,-6.585,0,0.0843,0.141,0.0,0.134,0.357,143.011,audio_features,4S568URNZC5jPrHFMYnp65,https://api.spotify.com/v1/tracks/4S568URNZC5jPrHFMYnp65,https://api.spotify.com/v1/audio-analysis/4S568URNZC5jPrHFMYnp65,208213,4
Him,Lily Allen,spotify:track:3d8hH9F6Ky1r1Yg1ndvGbn,0.659,0.806,5,-7.066,1,0.0364,0.0352,0.00018,0.207,0.654,95.997,audio_features,3d8hH9F6Ky1r1Yg1ndvGbn,https://api.spotify.com/v1/tracks/3d8hH9F6Ky1r1Yg1ndvGbn,https://api.spotify.com/v1/audio-analysis/3d8hH9F6Ky1r1Yg1ndvGbn,198107,4
He Wasn't There,Lily Allen,spotify:track:1tXAEl18xqxmWju0G4dod0,0.699,0.694,5,-8.005,1,0.0514,0.663,0.000235,0.0947,0.903,141.356,audio_features,1tXAEl18xqxmWju0G4dod0,https://api.spotify.com/v1/tracks/1tXAEl18xqxmWju0G4dod0,https://api.spotify.com/v1/audio-analysis/1tXAEl18xqxmWju0G4dod0,172773,4
Smile,Lily Allen,spotify:track:29oY7Q2UmOGJfumlfSInMs,0.631,0.654,5,-5.943,1,0.0256,0.0015,0.0,0.199,0.704,95.492,audio_features,29oY7Q2UmOGJfumlfSInMs,https://api.spotify.com/v1/tracks/29oY7Q2UmOGJfumlfSInMs,https://api.spotify.com/v1/audio-analysis/29oY7Q2UmOGJfumlfSInMs,197027,4
Knock 'Em Out,Lily Allen,spotify:track:7E3H8K8ppKfsFzuNr53ayF,0.717,0.667,8,-7.83,1,0.223,0.318,0.0,0.132,0.899,85.351,audio_features,7E3H8K8ppKfsFzuNr53ayF,https://api.spotify.com/v1/tracks/7E3H8K8ppKfsFzuNr53ayF,https://api.spotify.com/v1/audio-analysis/7E3H8K8ppKfsFzuNr53ayF,173640,5
Everything's Just Wonderful,Lily Allen,spotify:track:13gHRa3oUcw7P8Z3kWSBMN,0.646,0.895,5,-6.771,0,0.0345,0.036,0.000162,0.124,0.977,157.957,audio_features,13gHRa3oUcw7P8Z3kWSBMN,https://api.spotify.com/v1/tracks/13gHRa3oUcw7P8Z3kWSBMN,https://api.spotify.com/v1/audio-analysis/13gHRa3oUcw7P8Z3kWSBMN,208573,4
Not Big,Lily Allen,spotify:track:3heCZQN7bxj6powRNoLCzB,0.78,0.853,8,-7.052,1,0.0274,0.112,0.0,0.345,0.883,102.003,audio_features,3heCZQN7bxj6powRNoLCzB,https://api.spotify.com/v1/tracks/3heCZQN7bxj6powRNoLCzB,https://api.spotify.com/v1/audio-analysis/3heCZQN7bxj6powRNoLCzB,196720,4
Friday Night,Lily Allen,spotify:track:3bbVXA4gOxCr3xrFJjaxTq,0.822,0.852,1,-5.254,0,0.0319,0.122,2.27e-05,0.175,0.941,127.591,audio_features,3bbVXA4gOxCr3xrFJjaxTq,https://api.spotify.com/v1/tracks/3bbVXA4gOxCr3xrFJjaxTq,https://api.spotify.com/v1/audio-analysis/3bbVXA4gOxCr3xrFJjaxTq,186787,4
Shame for You,Lily Allen,spotify:track:0jPhHbo0kqh1o4U09hahNc,0.691,0.729,4,-5.052,0,0.0734,0.0256,0.000154,0.3,0.578,147.98,audio_features,0jPhHbo0kqh1o4U09hahNc,https://api.spotify.com/v1/tracks/0jPhHbo0kqh1o4U09hahNc,https://api.spotify.com/v1/audio-analysis/0jPhHbo0kqh1o4U09hahNc,246187,4
Littlest Things,Lily Allen,spotify:track:62jN5Ky97gXVoT214SsUea,0.285,0.7,4,-7.597,0,0.122,0.673,6e-06,0.142,0.549,165.085,audio_features,62jN5Ky97gXVoT214SsUea,https://api.spotify.com/v1/tracks/62jN5Ky97gXVoT214SsUea,https://api.spotify.com/v1/audio-analysis/62jN5Ky97gXVoT214SsUea,182200,4
Take What You Take,Lily Allen,spotify:track:2DeGngCM3gxN7Mgl3IL0e6,0.585,0.939,5,-6.214,0,0.0318,0.000124,0.001,0.121,0.755,99.975,audio_features,2DeGngCM3gxN7Mgl3IL0e6,https://api.spotify.com/v1/tracks/2DeGngCM3gxN7Mgl3IL0e6,https://api.spotify.com/v1/audio-analysis/2DeGngCM3gxN7Mgl3IL0e6,246213,4
Friend of Mine,Lily Allen,spotify:track:3rjajtxjHBcDlBaWSkhQFL,0.737,0.615,10,-6.808,0,0.0975,0.0879,0.0498,0.29,0.655,164.015,audio_features,3rjajtxjHBcDlBaWSkhQFL,https://api.spotify.com/v1/tracks/3rjajtxjHBcDlBaWSkhQFL,https://api.spotify.com/v1/audio-analysis/3rjajtxjHBcDlBaWSkhQFL,237533,4
Alfie,Lily Allen,spotify:track:7IwEOwJvkmUMlAGfIEQtKW,0.772,0.886,0,-5.947,1,0.0282,0.024,0.0,0.0806,0.976,120.014,audio_features,7IwEOwJvkmUMlAGfIEQtKW,https://api.spotify.com/v1/tracks/7IwEOwJvkmUMlAGfIEQtKW,https://api.spotify.com/v1/audio-analysis/7IwEOwJvkmUMlAGfIEQtKW,166307,4
The Currents,Bastille,spotify:track:6F92C7aYYFq0AMQgXzS8o5,0.581,0.739,9,-4.762,1,0.0504,0.0686,1.18e-06,0.0601,0.565,155.051,audio_features,6F92C7aYYFq0AMQgXzS8o5,https://api.spotify.com/v1/tracks/6F92C7aYYFq0AMQgXzS8o5,https://api.spotify.com/v1/audio-analysis/6F92C7aYYFq0AMQgXzS8o5,204013,4
An Act Of Kindness,Bastille,spotify:track:0x2VaCNfT2xoyrcI3wM42S,0.402,0.843,2,-3.835,0,0.101,0.535,0.0,0.503,0.245,84.085,audio_features,0x2VaCNfT2xoyrcI3wM42S,https://api.spotify.com/v1/tracks/0x2VaCNfT2xoyrcI3wM42S,https://api.spotify.com/v1/audio-analysis/0x2VaCNfT2xoyrcI3wM42S,208267,4
Warmth,Bastille,spotify:track:6gp4WaJIxgEwgRLvlelmwa,0.641,0.886,11,-3.583,1,0.0594,0.0488,0.0,0.843,0.839,140.058,audio_features,6gp4WaJIxgEwgRLvlelmwa,https://api.spotify.com/v1/tracks/6gp4WaJIxgEwgRLvlelmwa,https://api.spotify.com/v1/audio-analysis/6gp4WaJIxgEwgRLvlelmwa,229627,4
Glory,Bastille,spotify:track:43Ihf4Lp2OiH4RLtB78NcN,0.558,0.647,6,-5.851,1,0.0638,0.603,0.0,0.0739,0.266,124.01,audio_features,43Ihf4Lp2OiH4RLtB78NcN,https://api.spotify.com/v1/tracks/43Ihf4Lp2OiH4RLtB78NcN,https://api.spotify.com/v1/audio-analysis/43Ihf4Lp2OiH4RLtB78NcN,281866,4
Power,Bastille,spotify:track:0xvheQU4o81CSf8BRTI90A,0.664,0.726,10,-4.899,1,0.0329,0.211,0.0,0.272,0.538,97.749,audio_features,0xvheQU4o81CSf8BRTI90A,https://api.spotify.com/v1/tracks/0xvheQU4o81CSf8BRTI90A,https://api.spotify.com/v1/audio-analysis/0xvheQU4o81CSf8BRTI90A,209107,4
Two Evils,Bastille,spotify:track:15P9zM3pGP4yXO5wTKkJ7Z,0.35,0.208,8,-9.811,0,0.0518,0.9,0.0,0.165,0.188,171.094,audio_features,15P9zM3pGP4yXO5wTKkJ7Z,https://api.spotify.com/v1/tracks/15P9zM3pGP4yXO5wTKkJ7Z,https://api.spotify.com/v1/audio-analysis/15P9zM3pGP4yXO5wTKkJ7Z,166427,3
Send Them Off!,Bastille,spotify:track:2Pf6Lix1tixacmos5pvCOw,0.614,0.807,10,-3.405,0,0.0529,0.13,0.0,0.255,0.427,99.989,audio_features,2Pf6Lix1tixacmos5pvCOw,https://api.spotify.com/v1/tracks/2Pf6Lix1tixacmos5pvCOw,https://api.spotify.com/v1/audio-analysis/2Pf6Lix1tixacmos5pvCOw,200987,4
Lethargy,Bastille,spotify:track:3QVGEHyj4IhoDkiFHktzvT,0.661,0.843,8,-3.117,0,0.0427,0.0553,0.0,0.394,0.757,128.001,audio_features,3QVGEHyj4IhoDkiFHktzvT,https://api.spotify.com/v1/tracks/3QVGEHyj4IhoDkiFHktzvT,https://api.spotify.com/v1/audio-analysis/3QVGEHyj4IhoDkiFHktzvT,204986,4
Four Walls (The Ballad Of Perry Smith),Bastille,spotify:track:1Lczbl4rrFN91IcyidUqqC,0.704,0.561,4,-5.376,0,0.0473,0.618,0.0,0.0573,0.377,120.004,audio_features,1Lczbl4rrFN91IcyidUqqC,https://api.spotify.com/v1/tracks/1Lczbl4rrFN91IcyidUqqC,https://api.spotify.com/v1/audio-analysis/1Lczbl4rrFN91IcyidUqqC,252147,4
Blame,Bastille,spotify:track:0Cl5kShLrsbvLxuwfIBEnT,0.47,0.749,11,-3.993,0,0.0324,0.00101,0.0,0.308,0.346,85.046,audio_features,0Cl5kShLrsbvLxuwfIBEnT,https://api.spotify.com/v1/tracks/0Cl5kShLrsbvLxuwfIBEnT,https://api.spotify.com/v1/audio-analysis/0Cl5kShLrsbvLxuwfIBEnT,175880,4
Fake It,Bastille,spotify:track:5qS17rR9HlqZvbQwssTzlX,0.594,0.75,0,-4.674,0,0.0431,0.212,2.33e-06,0.19,0.246,144.993,audio_features,5qS17rR9HlqZvbQwssTzlX,https://api.spotify.com/v1/tracks/5qS17rR9HlqZvbQwssTzlX,https://api.spotify.com/v1/audio-analysis/5qS17rR9HlqZvbQwssTzlX,244136,4
Snakes,Bastille,spotify:track:5g1EONU0jM4TuTznKxGirt,0.635,0.812,8,-4.724,1,0.0362,0.0582,0.0,0.135,0.485,137.976,audio_features,5g1EONU0jM4TuTznKxGirt,https://api.spotify.com/v1/tracks/5g1EONU0jM4TuTznKxGirt,https://api.spotify.com/v1/audio-analysis/5g1EONU0jM4TuTznKxGirt,197958,4
Winter Of Our Youth,Bastille,spotify:track:0orRfRjSE3h7vOEdQ4VSPH,0.643,0.747,8,-4.372,0,0.0396,0.216,4.54e-06,0.415,0.61,137.997,audio_features,0orRfRjSE3h7vOEdQ4VSPH,https://api.spotify.com/v1/tracks/0orRfRjSE3h7vOEdQ4VSPH,https://api.spotify.com/v1/audio-analysis/0orRfRjSE3h7vOEdQ4VSPH,203693,4
Bite Down (Bastille Vs. HAIM),Bastille,spotify:track:0mYWBwLXmJBbIBd494YyyR,0.614,0.817,1,-6.088,1,0.0862,0.073,0.0,0.189,0.781,139.988,audio_features,0mYWBwLXmJBbIBd494YyyR,https://api.spotify.com/v1/tracks/0mYWBwLXmJBbIBd494YyyR,https://api.spotify.com/v1/audio-analysis/0mYWBwLXmJBbIBd494YyyR,179666,4
bad_news (Bastille Vs. MNEK),Bastille,spotify:track:0uzM3UBcpUiIq8fIQFPDaq,0.532,0.828,9,-5.155,0,0.0754,0.258,0.0128,0.632,0.368,82.506,audio_features,0uzM3UBcpUiIq8fIQFPDaq,https://api.spotify.com/v1/tracks/0uzM3UBcpUiIq8fIQFPDaq,https://api.spotify.com/v1/audio-analysis/0uzM3UBcpUiIq8fIQFPDaq,287316,4
The Driver,Bastille,spotify:track:1u0FClbBEsKwI6vOk9oUmN,0.499,0.597,9,-5.265,0,0.0263,0.0492,0.00248,0.242,0.174,85.879,audio_features,1u0FClbBEsKwI6vOk9oUmN,https://api.spotify.com/v1/tracks/1u0FClbBEsKwI6vOk9oUmN,https://api.spotify.com/v1/audio-analysis/1u0FClbBEsKwI6vOk9oUmN,261107,4
Axe To Grind (Bastille Vs. Tyde Vs. Rationale),Bastille,spotify:track:1A8GNZEQLkiJzBki0aH0kx,0.454,0.682,9,-9.666,1,0.0745,0.226,0.000209,0.113,0.423,139.815,audio_features,1A8GNZEQLkiJzBki0aH0kx,https://api.spotify.com/v1/tracks/1A8GNZEQLkiJzBki0aH0kx,https://api.spotify.com/v1/audio-analysis/1A8GNZEQLkiJzBki0aH0kx,287718,4
Torn Apart (Bastille Vs. GRADES),Bastille,spotify:track:7tMS60qyTwG43P51pmr8gI,0.561,0.784,7,-6.324,0,0.0459,0.043,0.000283,0.336,0.148,127.01,audio_features,7tMS60qyTwG43P51pmr8gI,https://api.spotify.com/v1/tracks/7tMS60qyTwG43P51pmr8gI,https://api.spotify.com/v1/audio-analysis/7tMS60qyTwG43P51pmr8gI,185155,4
Weapon (Bastille Vs. Angel Haze Vs. F*U*G*Z Vs. Braque),Bastille,spotify:track:7k6A0cQ8XrBbKImIq0JBwM,0.622,0.799,7,-6.208,1,0.189,0.0832,0.000201,0.117,0.376,80.087,audio_features,7k6A0cQ8XrBbKImIq0JBwM,https://api.spotify.com/v1/tracks/7k6A0cQ8XrBbKImIq0JBwM,https://api.spotify.com/v1/audio-analysis/7k6A0cQ8XrBbKImIq0JBwM,288013,4
Remains (Bastille Vs. Rag’N’Bone Man Vs. Skunk Anansie),Bastille,spotify:track:0XDkORnqAgnWMtqKlouLWT,0.307,0.421,9,-6.861,0,0.0376,0.134,0.0,0.112,0.172,73.397,audio_features,0XDkORnqAgnWMtqKlouLWT,https://api.spotify.com/v1/tracks/0XDkORnqAgnWMtqKlouLWT,https://api.spotify.com/v1/audio-analysis/0XDkORnqAgnWMtqKlouLWT,279247,3
Overjoyed,Bastille,spotify:track:5XydASWzLJQn3cZFyaH8lW,0.443,0.71,0,-5.587,1,0.0467,0.237,0.00033,0.111,0.0968,158.086,audio_features,5XydASWzLJQn3cZFyaH8lW,https://api.spotify.com/v1/tracks/5XydASWzLJQn3cZFyaH8lW,https://api.spotify.com/v1/audio-analysis/5XydASWzLJQn3cZFyaH8lW,206253,4
These Streets,Bastille,spotify:track:44QLPC9Q3jpsVa5XJ7V5W5,0.615,0.764,9,-6.037,0,0.0382,0.254,1.47e-05,0.176,0.493,97.497,audio_features,44QLPC9Q3jpsVa5XJ7V5W5,https://api.spotify.com/v1/tracks/44QLPC9Q3jpsVa5XJ7V5W5,https://api.spotify.com/v1/audio-analysis/44QLPC9Q3jpsVa5XJ7V5W5,175147,4
"Weight Of Living, Pt. II",Bastille,spotify:track:7x9Lh0kPdq91b8lqZYwNqo,0.574,0.796,0,-5.026,1,0.0466,0.0195,1.03e-05,0.103,0.491,129.969,audio_features,7x9Lh0kPdq91b8lqZYwNqo,https://api.spotify.com/v1/tracks/7x9Lh0kPdq91b8lqZYwNqo,https://api.spotify.com/v1/audio-analysis/7x9Lh0kPdq91b8lqZYwNqo,174840,4
Oblivion,Bastille,spotify:track:5iyqqccidB1SEpOXXctyTR,0.397,0.331,5,-9.027,1,0.0297,0.708,1.37e-06,0.424,0.247,78.702,audio_features,5iyqqccidB1SEpOXXctyTR,https://api.spotify.com/v1/tracks/5iyqqccidB1SEpOXXctyTR,https://api.spotify.com/v1/audio-analysis/5iyqqccidB1SEpOXXctyTR,196347,4
Daniel In The Den,Bastille,spotify:track:2wfYD0XAFYqyglUs1q27Za,0.298,0.573,5,-6.951,1,0.0618,0.784,1.64e-05,0.219,0.316,171.014,audio_features,2wfYD0XAFYqyglUs1q27Za,https://api.spotify.com/v1/tracks/2wfYD0XAFYqyglUs1q27Za,https://api.spotify.com/v1/audio-analysis/2wfYD0XAFYqyglUs1q27Za,188707,3
Laura Palmer,Bastille,spotify:track:6RzPVU70MHep4oS29DppjO,0.572,0.798,8,-5.331,1,0.0847,0.0174,0.0,0.123,0.364,135.118,audio_features,6RzPVU70MHep4oS29DppjO,https://api.spotify.com/v1/tracks/6RzPVU70MHep4oS29DppjO,https://api.spotify.com/v1/audio-analysis/6RzPVU70MHep4oS29DppjO,186280,4
Get Home,Bastille,spotify:track:7zzBEZBTJejWeL6EqWmCD9,0.599,0.525,9,-6.745,0,0.0397,0.729,4.57e-05,0.0909,0.186,115.665,audio_features,7zzBEZBTJejWeL6EqWmCD9,https://api.spotify.com/v1/tracks/7zzBEZBTJejWeL6EqWmCD9,https://api.spotify.com/v1/audio-analysis/7zzBEZBTJejWeL6EqWmCD9,191187,4
Poet,Bastille,spotify:track:3UR1Z8wy0QN8Eap9BHcIUf,0.589,0.747,11,-6.535,1,0.0508,0.192,0.0,0.0893,0.79,171.928,audio_features,3UR1Z8wy0QN8Eap9BHcIUf,https://api.spotify.com/v1/tracks/3UR1Z8wy0QN8Eap9BHcIUf,https://api.spotify.com/v1/audio-analysis/3UR1Z8wy0QN8Eap9BHcIUf,165120,4
